Macro-etichetta: materiali/strumenti fisici -- pc/tablet, ID: 631, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- programmazione (specifici), ID: 607, Author: ML, Value: 1
Macro-etichetta: obiettivi disciplinari -- programmazione (specifici), ID: 626, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 631, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 631, Author: CM, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 631, Author: EN, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 631, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 631, Author: LF, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 631, Author: ML, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 659, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 659, Author: CM, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 659, Author: EN, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 659, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 659, Author: LF, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 659, Author: ML, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 706, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 706, Author: CM, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 706, Author: EN, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 706, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 706, Author: LF, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 706, Author: ML, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 744, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 744, Author: CM, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 744, Author: EN, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 744, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 744, Author: LF, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 744, Author: ML, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 745, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 745, Author: CM, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 745, Author: EN, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 745, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 745, Author: LF, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 745, Author: ML, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 779, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 779, Author: CM, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 779, Author: EN, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 779, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 779, Author: LF, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 779, Author: ML, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 612, Author: ADZ, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 612, Author: LF, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 548, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 556, Author: GA, Value: 1
Macro-etichetta: obiettivi disciplinari -- risoluzione computazionale dei problemi, ID: 589, Author: GA, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 631, Author: ADZ, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 631, Author: CM, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 631, Author: EN, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 631, Author: GA, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 631, Author: LF, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 631, Author: ML, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 698, Author: ADZ, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 698, Author: CM, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 698, Author: EN, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 698, Author: GA, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 698, Author: LF, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 698, Author: ML, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 736, Author: ADZ, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 736, Author: CM, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 736, Author: EN, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 736, Author: GA, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 736, Author: LF, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 736, Author: ML, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 617, Author: ADZ, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 617, Author: CM, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 617, Author: EN, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 617, Author: GA, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 617, Author: LF, Value: 1
Macro-etichetta: obiettivi pertinenti -- progettazione, ID: 617, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 631, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 631, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 631, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 631, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 631, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 631, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 658, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 658, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 658, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 658, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 658, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 658, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 682, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 682, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 682, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 682, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 682, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 682, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 744, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 744, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 744, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 744, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 744, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 744, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 759, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 759, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 759, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 759, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 759, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 759, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 774, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 774, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 774, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 774, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 774, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 774, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 607, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 607, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 607, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 607, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 607, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 607, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 553, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 582, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 626, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 626, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 570, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 570, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- comunicazione, ID: 581, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 631, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 631, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 631, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 631, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 631, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 631, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 652, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 652, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 652, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 652, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 652, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 652, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 680, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 680, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 680, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 680, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 680, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 680, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 690, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 690, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 690, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 690, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 690, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 690, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 730, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 730, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 730, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 730, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 730, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 730, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 759, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 759, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 759, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 759, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 759, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 759, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 779, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 779, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 779, Author: EN, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 779, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 779, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 779, Author: ML, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 589, Author: ADZ, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 589, Author: CM, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 612, Author: GA, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 612, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 556, Author: LF, Value: 1
Macro-etichetta: soft skills/ trasversali/ metacognizione -- processi cognitivi, ID: 607, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 631, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 631, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 631, Author: EN, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 631, Author: GA, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 631, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 631, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 643, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 643, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 643, Author: EN, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 643, Author: GA, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 643, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 643, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 654, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 654, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 654, Author: EN, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 654, Author: GA, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 654, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 654, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 662, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 662, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 662, Author: EN, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 662, Author: GA, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 662, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 662, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 706, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 706, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 706, Author: EN, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 706, Author: GA, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 706, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 706, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 759, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 759, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 759, Author: EN, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 759, Author: GA, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 759, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 759, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 791, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 791, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 791, Author: EN, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 791, Author: GA, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 791, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 791, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 570, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 570, Author: ML, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 553, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 553, Author: LF, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 612, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 629, Author: CM, Value: 1
Macro-etichetta: focus d2 -- insegnante, ID: 629, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 631, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 631, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 631, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 631, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 631, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 631, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 652, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 652, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 652, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 652, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 652, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 652, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 654, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 654, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 654, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 654, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 654, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 654, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 659, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 659, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 659, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 659, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 659, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 659, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 662, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 662, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 662, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 662, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 662, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 662, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 668, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 668, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 668, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 668, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 668, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 668, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 680, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 680, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 680, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 680, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 680, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 680, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 681, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 681, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 681, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 681, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 681, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 681, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 682, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 682, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 682, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 682, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 682, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 682, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 690, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 690, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 690, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 690, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 690, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 690, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 698, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 698, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 698, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 698, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 698, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 698, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 706, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 706, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 706, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 706, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 706, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 706, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 728, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 728, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 728, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 728, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 728, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 728, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 736, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 736, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 736, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 736, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 736, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 736, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 738, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 738, Author: CM, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 738, Author: EN, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 738, Author: GA, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 738, Author: LF, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 738, Author: ML, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 744, Author: ADZ, Value: 1
Macro-etichetta: focus d2 -- studente, ID: 744, Author: CM, Value: 1
